ID,Sex,Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
1049,0,42135.35417,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,MISSION,0,3200 Block of 22ND ST,-122.4193083,37.75545608
1050,1,42135.35417,NON-CRIMINAL,CASE CLOSURE,Monday,MISSION,0,1000 Block of POTRERO AV,-122.4065391,37.75648641
1051,0,42135.35417,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,1,BAY SHORE BL / PAUL AV,-122.4007846,37.72361678
1052,1,42135.34375,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,0,700 Block of NATOMA ST,-122.4129044,37.77599818
1053,0,42135.34375,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,RICHMOND,0,FULTON ST / 14TH AV,-122.4722981,37.77311436
1054,0,42135.33333,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,0,1000 Block of POTRERO AV,-122.4065391,37.75648641
1055,0,42135.33333,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,MISSION,0,100 Block of LIBERTY ST,-122.4245977,37.75755077
1056,0,42135.33333,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,PARK,0,1600 Block of GROVE ST,-122.4437959,37.77524304
1057,0,42135.33333,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,0,700 Block of NATOMA ST,-122.4129044,37.77599818
1058,1,42135.33333,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TARAVAL,0,1200 Block of 8TH AV,-122.4653786,37.76500573
1059,1,42135.32361,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,0,26TH ST / MISSION ST,-122.4181373,37.74904131
1060,0,42135.32222,ASSAULT,ATTEMPTED HOMICIDE WITH BODILY FORCE,Monday,MISSION,1,100 Block of CAPP ST,-122.4185499,37.76428371
1061,0,42135.3125,KIDNAPPING,FALSE IMPRISONMENT,Monday,NORTHERN,0,1200 Block of SUTTER ST,-122.4209419,37.78759616
1062,1,42135.3125,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,0,1900 Block of NEWCOMB AV,-122.3963759,37.73889936
1063,0,42135.3125,ROBBERY,"SHOPLIFTING, FORCE AGAINST AGENT",Monday,NORTHERN,0,1200 Block of SUTTER ST,-122.4209419,37.78759616
1064,1,42135.3125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,0,9TH AV / MORAGA ST,-122.4657906,37.75658204
1065,0,42135.29375,ROBBERY,"ROBBERY, BODILY FORCE",Monday,MISSION,0,24TH ST / POTRERO AV,-122.4063384,37.75300429
1066,1,42135.29236,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,NORTHERN,0,1300 Block of STEINER ST,-122.4341376,37.78168509
1067,0,42135.29167,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,SOUTHERN,0,1000 Block of HOWARD ST,-122.4074968,37.77954963
1068,1,42135.29167,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,SOUTHERN,0,1000 Block of HOWARD ST,-122.4074968,37.77954963
1069,1,42135.28958,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,BAYVIEW,0,1000 Block of REVERE AV,-122.3798619,37.72588882
1070,1,42135.28958,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,0,1000 Block of REVERE AV,-122.3798619,37.72588882
1071,1,42135.28472,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,0,200 Block of FRONT ST,-122.3987654,37.79362356
1072,0,42135.28056,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,TENDERLOIN,1,100 Block of GOLDEN GATE AV,-122.4130699,37.78202043
1073,0,42135.28056,OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,1,100 Block of GOLDEN GATE AV,-122.4130699,37.78202043
1074,1,42135.28056,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,TENDERLOIN,1,100 Block of GOLDEN GATE AV,-122.4130699,37.78202043
1075,0,42135.24306,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,0,0 Block of POST ST,-122.4023466,37.78900334
1076,1,42135.21597,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Monday,MISSION,0,300 Block of ALABAMA ST,-122.4124227,37.76482503
1077,0,42135.20833,ARSON,ARSON,Monday,SOUTHERN,1,200 Block of FOLSOM ST,-122.3923477,37.78906036
1078,0,42135.19792,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,0,800 Block of FOLSOM ST,-122.402246,37.78108882
1079,1,42135.17708,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,0,0 Block of CHURCH ST,-122.42911,37.76989883
1080,0,42135.16806,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,1,2ND ST / BRYANT ST,-122.3936227,37.78307912
1081,1,42135.16667,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,0,100 Block of DELTA ST,-122.4076404,37.71755809
1082,0,42135.16667,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,0,2800 Block of SCOTT ST,-122.4403981,37.79599737
1083,1,42135.15417,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,0,1300 Block of IRVING ST,-122.4722433,37.76383136
1084,0,42135.15417,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Monday,TARAVAL,0,1300 Block of IRVING ST,-122.4722433,37.76383136
1085,0,42135.125,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,0,1100 Block of MISSION ST,-122.4128343,37.77779031
1086,1,42135.11944,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,MISSION,1,FOLSOM ST / ERIE ST,-122.4156134,37.76936288
1087,1,42135.10417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,0,LINCOLN WY / 14TH AV,-122.4717998,37.7656867
1088,1,42135.1,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,0,1600 Block of BRYANT ST,-122.4106161,37.76623807
1089,1,42135.09236,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Monday,BAYVIEW,0,1700 Block of CESAR CHAVEZ ST,-122.3943479,37.7499132
1090,0,42135.09028,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,1,OAKDALE AV / LOOMIS ST,-122.4043088,37.74252189
1091,1,42135.08333,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,NORTHERN,0,SACRAMENTO ST / VANNESS AV,-122.422517,37.79128899
1092,0,42135.08333,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,0,BELCHER ST / 14TH ST,-122.4300823,37.76766275
1093,1,42135.06389,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,0,JACKSON ST / POWELL ST,-122.4099006,37.79561712
1094,0,42135.05208,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,SOUTHERN,1,1100 Block of HOWARD ST,-122.4113591,37.77649448
1095,0,42135.05208,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Monday,SOUTHERN,1,1100 Block of HOWARD ST,-122.4113591,37.77649448
1096,1,42135.05208,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,SOUTHERN,1,1100 Block of HOWARD ST,-122.4113591,37.77649448
1097,0,42135.04861,TRESPASS,TRESPASSING,Monday,PARK,1,4000 Block of 17TH ST,-122.4358241,37.76255283
1098,1,42135.04444,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,TARAVAL,1,ULLOA ST / LENOX WY,-122.4661232,37.74104245
1099,0,42135.04444,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,TARAVAL,1,ULLOA ST / LENOX WY,-122.4661232,37.74104245
1100,0,42135.04444,WARRANTS,WARRANT ARREST,Monday,TARAVAL,1,ULLOA ST / LENOX WY,-122.4661232,37.74104245
1101,0,42135.04167,VEHICLE THEFT,STOLEN TRUCK,Monday,CENTRAL,0,600 Block of JONES ST,-122.4131628,37.7870801
1102,0,42135.04167,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,RICHMOND,0,3900 Block of CLAY ST,-122.4582235,37.7877165
1103,0,42135.04167,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,PARK,0,HAIGHT ST / COLE ST,-122.4507099,37.76952623
1104,0,42135.03958,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,1,SUTTER ST / POWELL ST,-122.4085974,37.78922421
1105,0,42135.03611,NON-CRIMINAL,FIRE REPORT,Monday,BAYVIEW,0,2400 Block of GRIFFITH ST,-122.3864377,37.71918345
1106,1,42135.02083,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,0,2400 Block of SAN JOSE AV,-122.4478172,37.71922946
1107,1,42135.02014,WARRANTS,PROBATION SEARCH,Monday,BAYVIEW,0,PENNSYLVANIA AV / 22ND ST,-122.3931234,37.75765082
1108,0,42135.02014,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,BAYVIEW,0,PENNSYLVANIA AV / 22ND ST,-122.3931234,37.75765082
1109,1,42135.01042,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,1,NEWHALL ST / OAKDALE AV,-122.3922173,37.7356626
1110,1,42135.00694,TRESPASS,TRESPASSING,Monday,NORTHERN,0,600 Block of OCTAVIA ST,-122.4247907,37.77785856
1111,1,42135.00347,NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,0,22ND AV / BALBOA ST,-122.4812462,37.77644744
1112,0,42135.00069,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,0,500 Block of BROADWAY ST,-122.4064606,37.79794667
1113,1,42135.00069,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TENDERLOIN,0,300 Block of ELLIS ST,-122.4119876,37.78502266
1114,0,42135.00069,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,0,300 Block of LINDEN ST,-122.4235803,37.77627128
1115,1,42135.00069,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,0,0 Block of HATTIE ST,-122.4409428,37.76136589
1116,0,42135.00069,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,0,400 Block of LARKIN ST,-122.4173124,37.78191323
1117,0,42135.00069,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TENDERLOIN,0,300 Block of ELLIS ST,-122.4119876,37.78502266
1118,1,42135.00069,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,RICHMOND,0,CLEMENT ST / 32ND AV,-122.4923745,37.78167415
1119,1,42127.99028,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,1,300 Block of 4TH ST,-122.3998338,37.78104322
1120,0,42127.99028,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,1,300 Block of 4TH ST,-122.3998338,37.78104322
1121,0,42127.99028,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,1,300 Block of 4TH ST,-122.3998338,37.78104322
1122,0,42127.98264,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Sunday,BAYVIEW,0,0 Block of HUDSON CT,-122.3792138,37.73236862
1123,1,42127.97222,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,NORTHERN,1,2300 Block of FRANCISCO ST,-122.4438964,37.80085417
1124,1,42127.97083,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,SOUTHERN,0,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
1125,0,42127.97083,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,0,MASONIC AV / FULTON ST,-122.4464727,37.77580159
1126,0,42127.96042,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,1,GENEVA AV / LONDON ST,-122.4402533,37.71604001
1127,0,42127.95972,ASSAULT,BATTERY,Sunday,NORTHERN,1,2400 Block of FRANCISCO ST,-122.4455311,37.80053487
1128,0,42127.95833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,0,200 Block of ELSIE ST,-122.4193723,37.74041369
1129,1,42127.95833,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,0,800 Block of HOWARD ST,-122.403891,37.78240141
1130,1,42127.95833,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,0,0 Block of VALMAR TR,-122.4235483,37.72682302
1131,1,42127.95833,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,0,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
1132,0,42127.95833,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,0,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
1133,1,42127.95833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,0,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
1134,0,42127.95833,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,0,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
1135,0,42127.95833,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,0,POLK ST / FRANCISCO ST,-122.4232775,37.80341242
1136,1,42127.95833,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,0,3RD ST / HOWARD ST,-122.4004736,37.78502906
1137,0,42127.95486,MISSING PERSON,FOUND PERSON,Sunday,SOUTHERN,0,0 Block of MOSS ST,-122.4079992,37.77782417
1138,0,42127.95486,MISSING PERSON,MISSING JUVENILE,Sunday,SOUTHERN,0,0 Block of MOSS ST,-122.4079992,37.77782417
1139,0,42127.95139,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,TENDERLOIN,0,LARKIN ST / ELLIS ST,-122.4177103,37.78423629
1140,1,42127.94792,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,TARAVAL,0,1900 Block of 16TH AV,-122.4731357,37.75156462
1141,1,42127.94444,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,1,24TH ST / SAN JOSE AV,-122.4215984,37.75204775
1142,0,42127.9375,NON-CRIMINAL,AIDED CASE,Sunday,MISSION,0,1000 Block of POTRERO AV,-122.4065391,37.75648641
1143,0,42127.9375,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,0,1000 Block of POTRERO AV,-122.4065391,37.75648641
1144,1,42127.9375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,0,BRAZIL AV / LAGRANDE AV,-122.425479,37.72023256
1145,0,42127.92708,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,0,900 Block of ASHBURY ST,-122.4457903,37.7646916
1146,1,42127.91667,VEHICLE THEFT,STOLEN TRUCK,Sunday,BAYVIEW,0,200 Block of HESTER AV,-122.3980104,37.71291556
1147,0,42127.91667,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,0,FOLSOM ST / 11TH ST,-122.4140273,37.77186362
1148,0,42127.90556,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,BAYVIEW,1,4000 Block of 3RD ST,-122.388753,37.74073605
1149,1,42127.89931,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,SOUTHERN,0,100 Block of BRANNAN ST,-122.3890406,37.78432123
1150,0,42127.89583,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,0,1000 Block of POTRERO AV,-122.4065391,37.75648641
1151,1,42127.89583,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,0,400 Block of POTRERO AV,-122.4074302,37.7638215
1152,0,42127.89236,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,NORTHERN,0,1500 Block of UNION ST,-122.4248305,37.79850023
1153,1,42127.89236,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,1,BAY SHORE BL / PAUL AV,-122.4007846,37.72361678
1154,1,42127.88542,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,0,2200 Block of 19TH AV,-122.4759645,37.74582688
1155,0,42127.88542,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,0,16TH ST / VALENCIA ST,-122.4218864,37.76491789
1156,0,42127.88542,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,0,16TH ST / VALENCIA ST,-122.4218864,37.76491789
1157,1,42127.88403,LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Sunday,TARAVAL,1,3500 Block of 19TH AV,-122.4748295,37.72397582
1158,1,42127.875,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,0,1000 Block of SOUTH VAN NESS AV,-122.4165727,37.75635629
1159,0,42127.875,MISSING PERSON,MISSING JUVENILE,Sunday,PARK,0,1200 Block of PAGE ST,-122.4413937,37.77172731
1160,0,42127.875,MISSING PERSON,FOUND PERSON,Sunday,PARK,0,1200 Block of PAGE ST,-122.4413937,37.77172731
1161,0,42127.875,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,0,300 Block of BENTON AV,-122.4192428,37.73398396
1162,0,42127.875,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,MISSION,0,400 Block of POTRERO AV,-122.4074302,37.7638215
1163,1,42127.875,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,0,600 Block of DOUGLASS ST,-122.4387348,37.75302717
1164,0,42127.875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,0,800 Block of PACHECO ST,-122.4695468,37.75356504
1165,1,42127.875,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,SOUTHERN,0,HOWARD ST / 5TH ST,-122.4049344,37.78149872
1166,0,42127.87153,ASSAULT,BATTERY,Sunday,MISSION,0,2900 Block of 23RD ST,-122.411589,37.75431332
1167,0,42127.87153,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,MISSION,0,2900 Block of 23RD ST,-122.411589,37.75431332
1168,0,42127.86458,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,0,14TH AV / ULLOA ST,-122.4701044,37.74142371
1169,0,42127.86319,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,1,700 Block of MISSION ST,-122.40307,37.78526863
1170,0,42127.85417,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,0,200 Block of 9TH AV,-122.4677645,37.78371438
1171,1,42127.85278,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,TARAVAL,0,400 Block of VICTORIA ST,-122.4654189,37.71881834
1172,0,42127.84792,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,0,1700 Block of WASHINGTON ST,-122.4220772,37.79320618
1173,1,42127.8375,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,PARK,0,WALLER ST / STANYAN ST,-122.4533546,37.76824631
1174,0,42127.8375,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,PARK,0,WALLER ST / STANYAN ST,-122.4533546,37.76824631
1175,1,42127.83681,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,0,BUENAVISTAEAST AV / DUBOCE AV,-122.4383383,37.7690066
1176,1,42127.83333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,0,100 Block of NORTHPOINT ST,-122.4097236,37.80711542
1177,0,42127.83333,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Sunday,SOUTHERN,0,100 Block of STEUART ST,-122.3923498,37.79264509
1178,0,42127.83333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,0,200 Block of 8TH ST,-122.4112719,37.77603295
1179,1,42127.83333,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,0,600 Block of PINE ST,-122.4065367,37.79134196
1180,0,42127.83333,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Sunday,TENDERLOIN,0,GOLDEN GATE AV / LARKIN ST,-122.4171468,37.78144635
1181,0,42127.82986,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Sunday,TENDERLOIN,1,400 Block of ELLIS ST,-122.4136093,37.78469691
1182,1,42127.82986,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,1,400 Block of ELLIS ST,-122.4136093,37.78469691
1183,0,42127.82986,WARRANTS,WARRANT ARREST,Sunday,MISSION,1,2000 Block of FOLSOM ST,-122.4152719,37.76419691
1184,0,42127.82986,WEAPON LAWS,"FIREARM, CARRYING LOADED WITH INTENT TO COMMIT FELONY",Sunday,TENDERLOIN,1,400 Block of ELLIS ST,-122.4136093,37.78469691
1185,1,42127.82708,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Sunday,TENDERLOIN,1,100 Block of LEAVENWORTH ST,-122.4138932,37.78234652
1186,0,42127.82708,OTHER OFFENSES,RESISTING ARREST,Sunday,TENDERLOIN,1,100 Block of LEAVENWORTH ST,-122.4138932,37.78234652
1187,1,42127.82708,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,1,100 Block of LEAVENWORTH ST,-122.4138932,37.78234652
1188,0,42127.81944,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,1,KEITH ST / ARMSTRONG AV,-122.3922364,37.72622388
1189,0,42127.8125,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
1190,1,42127.8125,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
1191,0,42127.8125,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
1192,1,42127.8125,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
1193,1,42127.8125,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Sunday,SOUTHERN,0,1700 Block of MARKET ST,-122.4221883,37.77269482
1194,0,42127.8125,ASSAULT,BATTERY,Sunday,CENTRAL,0,POWELL ST / BAY ST,-122.4119531,37.80582429
1195,0,42127.8125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,0,4TH ST / BRYANT ST,-122.3980634,37.77956585
1196,1,42127.80972,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,0,200 Block of 13TH ST,-122.4179492,37.76972086
1197,0,42127.80903,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,1,1100 Block of MARKET ST,-122.4135641,37.77951403
1198,0,42127.80556,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,PARK,0,SHRADER ST / PAGE ST,-122.4520559,37.77031154
1199,0,42127.80208,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,0,1800 Block of MONTGOMERY ST,-122.4051988,37.805247
1200,0,42127.8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,CENTRAL,0,300 Block of COLUMBUS AV,-122.4075217,37.79838308
1201,0,42127.79514,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,TENDERLOIN,1,HYDE ST / EDDY ST,-122.4158851,37.78351606
1202,1,42127.79514,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,MISSION,0,20TH ST / CAPP ST,-122.4179645,37.75869682
1203,1,42127.79514,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,TENDERLOIN,1,HYDE ST / EDDY ST,-122.4158851,37.78351606
1204,0,42127.79514,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TENDERLOIN,1,HYDE ST / EDDY ST,-122.4158851,37.78351606
1205,0,42127.79375,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,1,SOUTH VAN NESS AV / 13TH ST,-122.4177567,37.76981424
1206,0,42127.79167,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,TARAVAL,0,1600 Block of 16TH AV,-122.4736864,37.75743507
1207,1,42127.79167,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,0,500 Block of DOUGLASS ST,-122.4389076,37.75481625
1208,1,42127.79167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,0,1800 Block of 46TH AV,-122.5052709,37.75201369
1209,0,42127.79167,NON-CRIMINAL,LOST PROPERTY,Sunday,RICHMOND,0,3000 Block of CLEMENT ST,-122.4918433,37.78164606
1210,0,42127.79167,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,1,LAGUNA ST / FILBERT ST,-122.4307492,37.79864806
1211,1,42127.79167,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,0,SILVER AV / ALEMANY BL,-122.4333869,37.72977503
1212,1,42127.79167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,0,BAY ST / FRANKLIN ST,-122.4267565,37.80393523
1213,1,42127.79028,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Sunday,MISSION,0,400 Block of CASTRO ST,-122.4351501,37.76175972
1214,1,42127.78819,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Sunday,PARK,0,600 Block of CLAYTON ST,-122.4484141,37.76933101
1215,0,42127.78125,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,0,3200 Block of PIERCE ST,-122.4393685,37.79993194
1216,0,42127.78125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,0,800 Block of BRANNAN ST,-122.404385,37.77219582
1217,0,42127.78125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,0,FRONT ST / GREEN ST,-122.4002527,37.80060752
1218,0,42127.77708,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,1,EDDY ST / FRANKLIN ST,-122.4224673,37.78268373
